objname,dist_parsec,vgsr(km/s)
NGC5145,52.9663443892,1301
UGC08472,110.662378398,6554
NGC5185,112.719745618,7372
NGC5240,42.6579518802,2287
IC0902,27.6694164541,1714
NGC5246,108.14339513,6882
UGC08630,28.973435877,2462
NGC6195,145.211161759,9155
UGC11816,71.1213513653,4900
PGC083664,107.646521363,6891
PGC083669,46.7735141287,7788
PGC083671,74.4731973906,6567
PGC083681,108.14339513,7255
PGC083682,54.4502652842,7157
PGC083684,40.7380277804,7450
PGC083695,38.3707245492,6144
PGC083696,60.5340874754,6425
PGC083702,103.752841582,6960
PGC083716,71.4496326076,7194
PGC083719,94.1889596523,5919
PGC083727,99.0831944893,7021
PGC083729,101.859138805,6023
PGC083733,93.7562006926,6984
PGC083740,49.4310686987,8260
PGC083742,67.9203632617,7883
PGC083747,92.4698173938,7792
PGC083750,64.5654229035,8210
PGC083755,114.287833479,7619
PGC083764,109.144033645,5983
PGC083766,80.1678063388,7621
PGC090796,134.896288259,8528
PGC142820,69.1830970919,5014
PGC1130011,213.79620895,20081
PGC1183727,326.587832172,28268
PGC1676859,151.356124844,9364
PGC1808334,100.0,9761
PGC2172338,114.81536215,8074
2MASXJ00024910+0045055,285.759054337,26117
NGC4466,31.0455958813,682
IC3268,34.35579479,652
PGC090800,225.943577022,13625
PGC092948,191.425592502,13621
PGC094012,107.646521363,8386
NGC3951,80.5378441199,6422
NGC4380,20.1372424986,887
NGC4567,30.0607630263,2210
NGC5913,35.6451133426,2015
NGC5772,105.681750921,4982
NGC4288,26.0615355,588
UGC06792,21.5774440915,873
UGC04982,42.2668614266,2730
UGC05129,57.8096047406,3990
UGC05249,29.5120922667,1734
PGC044821,83.1763771103,8581
PGC040409,39.4457302075,805
NGC5676,34.0408189701,2225
NGC5633,36.4753946926,2437
NGC5900,53.703179637,2620
UGC05378,56.4936974812,4025
PGC035622,87.9022516831,6069
PGC083454,154.881661891,11328
NGC3359,21.379620895,1104
NGC4884,102.801629813,6460
NGC5184,57.8096047406,3920
NGC4305,41.686938347,1865
NGC4545,35.3183169792,2776
NGC4391,23.7684028662,1436
UGC09858,36.140986264,2744
NGC4318,21.8776162395,1141
NGC4390,26.1818300822,1036
NGC3625,36.140986264,2020
IC0851,44.0554863507,2620
UGC04054,27.0395836411,2055
NGC4502,27.5422870334,1589
PGC029306,78.3429642766,7088
PGC044268,100.925288608,7461
NGC3185,24.2102904674,1165
NGC4906,104.231742939,7514
PGC083703,100.925288608,7318
UGC09394,28.313919958,1802
PGC044805,75.5092227665,7933
PGC037463,95.4992586021,6296
NGC4561,23.7684028662,1372
UGC08328,113.240036324,6503
UGC06940,24.8885731828,1184
UGC06862,66.9884609417,2658
PGC083734,111.173172728,6268
PGC090806,107.151930524,6031
UGC07423,35.1560440528,1191
UGC04565,88.3079900419,3931
